Ülemkood;RfkLiik;Kood;Kirjeldus;Selgitus;KA;VA;
e5751;;;Üldised sotsiaalabisüsteemid;General social support systems;"Administratiivse juhtimise ja kontrolli
mehhanismid programmide ja skeemide
reguleerimiseks, mis annavad sotsiaalabi
inimestele, kes vanuse, vaesuse, töö
puudumise, tervisliku seisundi või puuete
tõttu sellist toetust vajavad.";"Administrative control and monitoring mechanisms that
govern the programmes and schemes that provide social
support to people who, because of age, poverty,
unemployment, health condition or disability, require such
support, including systems for the implementation of rules and
regulations governing eligibility for social support services and
the provision of these services.";
e5752;;;Üldised sotsiaalabistrateegiad;General social support policies;"Õigusaktid, eeskirjad ja standardid
programmide ja skeemide juhtimiseks, mis
tagavad sotsiaalabi inimestele, kes vanuse,
vaesuse, töö puudumise, tervisliku seisundi
või puuete tõttu sellist abi vajavad, k.a
õigusaktid ja eeskirjad, millega
reguleeritakse";"Legislation, regulations and standards that govern the
programme and schemes that provide social support to people
who, because of age, poverty, unemployment, health condition
or disability, require such support, including legislation and
regulations governing eligibility for social support.";
e5758;;;TT üldised sotsiaalabiteenistused, -süsteemid ja -strateegiad;"General social support services, systems and policies, other
specified";;;
e5759;;;Tta üldised sotsiaalabiteenistused, -süsteemid ja -strateegiad;"General social support services, systems and policies,
unspecified";;;
e580;;;Tervishoiuteenistused,-süsteemid ja -strateegiad;Health services, systems and policies;"Teenistused, süsteemid ja strateegiad
terviseprobleemide ennetamiseks ning
raviks, taastusravi tagamine ja tervisliku
elustiili propageerimine.
V.a: üldised sotsiaalabiteenistused, -
süsteemid ja -strateegiad (e575)";"Services, systems and policies for preventing and treating health
problems, providing medical rehabilitation and promoting a healthy
lifestyle.
Exclusion: general social support services, systems and policies (e575)";
e5800;;;Tervishoiuteenistused;Health services;"Teenistused ja programmid kohalikul,
ühenduste, piirkondlikul, riiklikul või
rahvuslikul tasandil, mille eesmärgiks on
pakkuda inimestele abi nende füüsilise,
vaimse ja sotsiaalse heaolu tagamisel,
nagu nt tervise propageerimise ja haiguste
ennetamise teenused.";"Services and programmes at a local, community, regional, state
or national level, aimed at delivering interventions to
individuals for their physical, psychological and social wellbeing,
such as health promotion and disease prevention
services, primary care services, acute care, rehabilitation and
long-term care services; services that are publicly or privately
funded, delivered on a short-term, long-term, periodic or onetime
basis, in a variety of service settings such as community,
home-based, school and work settings, general hospitals,
speciality hospitals, clinics, and residential and non-residential
care facilities, including those who provide these services.";
e5801;;;Tervishoiusüsteemid;Health systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis reguleerivad kõiki
inimestele nende füüsilise, vaimse ja
sotsiaalse heaolu tagamiseks osutatavaid
teenuseid mitmesugustes
tervishoiuasutustes, k.a polikliinikutes,
perearstikeskustes.";"Administrative control and monitoring mechanisms that
govern the range of services provided to individuals for their
physical, psychological and social well-being, in a variety of
settings including community, home-based, school and work
settings, general hospitals, speciality hospitals, clinics, and
residential and non-residential care facilities, such as systems
for implementing regulations and standards that determine
eligibility for services, provision of devices, assistive technology
or other adapted equipment, and legislation such as health acts
that govern features of a health system such as accessibility,
universality, portability, public funding and
comprehensiveness.";
e5802;;;Tervishoiustrateegiad;Health policies;"Õigusaktid, eeskirjad ja standardid
inimestele nende füüsilise, vaimse ja
sotsiaalse heaolu tagamise otstarbel
osutatavate teenuste reguleerimiseks
mitmesugustes tervishoiuasutustes, k.a
polikliinikutes, perearstikeskustes.";"Legislation, regulations and standards that govern the range of
services provided to individuals for their physical,
psychological and social well-being, in a variety of settings
including community, home-based, school and work settings,
general hospitals, speciality hospitals, clinics, and residential
and non-residential care facilities, such as policies and
standards that determine eligibility for services, provision of
devices, assistive technology or other adapted equipment, and
legislation such as health acts that govern features of a health
system such as accessibility, universality, portability, public
funding and comprehensiveness.";
e5808;;;TTtervishoiuteenistused,-süsteemid ja -strateegiad;Health services, systems and policies, other specified;;;
e5809;;;Ttatervishoiuteenistused,-süsteemid ja -strateegiad;Health services, systems and policies, unspecified;;;
e585;;;Haridus- ja õpetamisteenistused, süsteemid ja -strateegiad;Education and training services, systems and policies;"Teenistused, süsteemid ja strateegiad
teadmiste, kogemuste ning kutse- või
kunstialaste oskuste omandamiseks,
säilitamiseks ja parandamiseks. Vt
UNESCO Rahvusvaheline Hariduse
Klassifikatsiooni Standard (ISCED-1997).";"Services, systems and policies for the acquisition, maintenance and
improvement of knowledge, expertise and vocational or artistic skills.
See UNESCO's International Standard Classification of Education
(ISCED-1997).";
e5850;;;Haridus- ja õpetamisteenistused;Education and training services;"Teenistused ja programmid, mis on seotud
hariduse ning kogemuste ja kutse- või
kunstialaste oskuste omandamise,
säilitamise ja parandamisega, nagu need,
mida antakse eri haridustasanditel (nt
lasteaed, alg- ja keskkool, kõrgkoolid;
kutseharidusprogrammid.";"Services and programmes concerned with education and the
acquisition, maintenance and improvement of knowledge,
expertise and vocational or artistic skills, such as those
provided for different levels of education (e.g. preschool,
primary school, secondary school, post-secondary institutions,
professional programmes, training and skills programmes,
apprenticeships and continuing education), including those
who provide these services.";
e5851;;;Haridus- ja õpetamissüsteemid;Education and training systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis reguleerivad
haridusprogrammide täitmist, nagu nt
üldprintsiipide ja standardite rakendamise
süsteemid, mis määravad kindlaks riiklike
või eraõiguslike haridusasutuste ning
erivajadustel põhinevate programmide sobivusel.";"Administrative control and monitoring mechanisms that
govern the delivery of education programmes, such as systems
for the implementation of policies and standards that
determine eligibility for public or private education and special
needs-based programmes; local, regional or national boards of
education or other authoritative bodies that govern features of
the education systems, including curricula, size of classes,
numbers of schools in a region, fees and subsidies, special meal
programmes and after-school care services.";
e5852;;;Haridus- ja õpetamisstrateegiad;Education and training policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad haridusprogrammide
rakendamist, nagu põhiprintsiibid ja
standardid, mis määravad kindlaks riiklike
ja eraõiguslike haridusasutuste ja
erivajadustel põhinevate programmide
sobivuse ning määravad kohalike, piirkondlike või riiklike haridusnõukogude või muude juhtimisorganite struktuuri, mis reguleerivad haridussüsteemide olemust.";"Legislation, regulations and standards that govern the delivery
of education programme, such as policies and standards that
determine eligibility for public or private education and special
needs-based programmes, and dictate the structure of local,
regional or national boards of education or other authoritative
bodies that govern features of the education system, including
curricula, size of classes, numbers of schools in a region, fees
and subsidies, special meal programmes and after-school care
services.";
e5858;;;TT haridus- ja õpetamisteenistused, süsteemid ja -strateegiad;"Education and training services, systems and policies, other
specified";;;
e5859;;;Tta haridus- ja õpetamisteenistused, süsteemid ja -strateegiad;"Education and training services, systems and policies,
unspecified";;;
e590;;;Töö- ja tööhõiveteenistused, -süsteemid ja -strateegiad;Labour and employment services, systems and policies;"Teenistused, -süsteemid ja -strateegiad,
mis on seotud sobiva töö leidmisega
inimestele, kellel seda ei ole või kes otsivad
teistsugust tööd või nende töötavate
inimeste toetamine, kes taotlevad
ametialast edutamist.";"Services, systems and policies related to finding suitable work for
persons who are unemployed or looking for different work, or to
support individuals already employed who are seeking promotion.
Exclusion: economic services, systems and policies (e565)";
e5900;;;Töö- ja tööhõiveteenistused;Labour and employment services;"Teenistused ja programmid, mida loob
kohalik, piirkondlik või riiklik juhtkond või
eraõiguslikud organisatsioonid, leidmaks
sobivat tööd inimestele, kes on töötud või
kes soovivad töökohta vahetada või
toetamaks juba töötavaid inimesi.";"Services and programmes provided by local, regional or
national governments, or private organizations to find suitable
work for persons who are unemployed or looking for different
work, or to support individuals already employed, such as
services of employment search and preparation,
reemployment, job placement, outplacement, vocational
follow-up, occupational health and safety services, and work
environment services (e.g. ergonomics, human resources and
personnel management services, labour relations services,
professional association services), including those who provide
these services.";
